,,,,,,,,,,,
,93,"""Engenheira de Los Angeles não quer usar 'soutiens' e foi despedida do emprego""                                ",17/08/1969,Capa,"A matéria cita o nome da vítima, sua idade (39 anos), o fato de ela ser divorciada e de ser engenheira com um salário de 18 mil dólares","Los Angeles, Estados Unidos",Trabalho,mulher; despedida do emprego; porta-seios; aconselhar empregadas; não quer usar soutiens; senhora; medidas; divorciada; conduta imprópria a um membro da direção; trabalho; chefe; homens; passaram a olhar mais as moças ,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos,violência simbólica; violência patrimonial; Violência no contexto de relações profissionais; ,"http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=72802
"
,94,"""Informante afirma que conhece quem assassinou Sharon""",17/08/1969,Capa,"Duas mulheres vítimas: uma atriz de cinema, que estava grávida, a Sharon Tate, e uma ""rica herdeira"". Fora o fato de serem ricas, não há mais informações sobre as vítimas  ","Los Angeles, Estados Unidos",Residência,informante; assassinou; assassinos; polícia; autor; morta; atriz de cinema; espôsa; cineasta; vítimas; polonês; crime.,hibridismo entre o discurso jornalístico e o policial/jurídico ,violência física; violência letal; violência simbólica,"http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=72802
"
,95,"""Agressões""",19/08/1969,Diario Policial ,"A matéria cita o nome da vítima, a idade (42 anos), diz que ela é solteira e é doméstica","Jaboatão dos Guararapes, PE",Residência ,agressões; faleceu; doméstica; ferimento penetrante; corte; pescoço; enteado; evadir-se; pai; agressor; rixa.,hibridismo entre o discurso jornalístico e o policial/jurídico ,violência doméstica e intrafamiliar; violência física; violência letal; ,"http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=72893
"
,96,"""Polanski diz que Sharon Tate não era uma imoral nem viciada em entorpecentes""",20/08/1969,Capa,Aparecem o nome da vítima e a informação de que ela era rica e estava grávida ,"Los Angeles, Estados Unidos",Residência,imoral; viciada em entorpecentes; cineasta; espôsa; selvagemente assassinadas; quíntuplo assassinato; emocionado; reputação; mulher; famosa; bondosa; chorar; imprensa; sensacionalista; tensão insuportável; drogas; bárbaro; suspeitos; festa; tragédia; grávida; criança; enxoval; não fumava.,moralização dos relatos ,violência física; violência letal; violência simbólica; presença de requintes de crueldade nos episódios ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=72910
,97,"""Agressão""                                    ",20/08/1969,Diario Policial ,"Doméstica, 21 anos, casada","Recife, PE",Residência,agressão; doméstica; casada; dentadas; mulher; vítima; contusões nos lábios; ciúmes.,objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino),violência física,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=72917
,98,"""Componentes da 'Operação Vingança' no TJ 2ª feira""",21/08/1969,Primeiro caderno ,A matéria apenas menciona o nome da vítima ,Não fica claro ,Residência,condenado; pena; reclusão; assassínio; espôsa; julgamento; Tribunal do Júri; réu; semi-louco; doente mental; enxada; crime; matou; mulher; absolvição; perigoso; qualificadora; traição; pelas costas; atenuantes; violenta emoção; advogado; promotor de justiça.,objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino); hibridismo entre o discurso jornalístico e o policial/jurídico. ,violência física; violência letal; violência doméstica e intrafamiliar,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=72953
,99,"""Zilda confirmou ter sido seduzida pelo toxicômano""",22/08/1969,Primeiro caderno ,Nome da vítima é citado. Idade: 15 anos. Não há unformações sobre raça e classe,"Recife, PE",Apartamento de outras pessoas , Confirmou; seduzida; toxicômano; estupro; juiz; Vara Criminal; emaconhada; embriagada; moça; sedução; advogado; inquérito; morte; ameaçada; amedrontada; garantia de vida; crime; cata; coação; lágrimas; ingenuidade; menor; maconha; desmaiar; batia-lhe na face; recatada; honesta; autos,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos; Hibridismo entre o discurso jornalístico e o policial/jurídico,violência sexual (contra menor); violência física; violência psicológica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=72977
,100,"""Doméstica matou amante em violento duelo a peixeira""",23/08/1969,Primeiro caderno ,Idade: 23 anos. Solteira. Amante do réu e doméstica,"Recife, PE",Residência ,doméstica; matou; amante; violento duelo; peixeira; ferimento penetrante; solteira;  atingida; facadas; casal; faleceu; depoimento; luta corporal; golpes; socorrida; delegado; mulher; internada,Hibridismo entre o discurso jornalístico e o policial/jurídico,violência doméstica e intrafamiliar; violência física; violência letal,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73001
,101,"""Agressões""",23/08/1969,Primeiro caderno ,"Doméstica, 33 anos, casada","Recife, PE",Não fica claro,"agressões; ciúmes; casada; doméstica; vizinha; ferimento inciso na região frontal; faca; internada
",Hibridismo entre o discurso jornalístico e o policial/jurídico,violência física,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73001
,102,"""Agressões""",23/08/1969,Primeiro caderno ,"Doméstica, 40 anos, solteira","Olinda, PE",Residência ,ciúmes; doméstica; solteira; agredida; socos; pontapés; amante; hematomas; contusões; medicada,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino),violência doméstica e intrafamiliar; violência física; violência letal,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73001
,103,"""Revisão do processo Aida Curi""",28/08/1969,Capa,A matéria diz apenas o nome da vítima e diz que ela era freira,"Rio de Janeiro, RJ",Residência ,revisão; processo; punição; culpados; morte; irmã; comoveu; entregues; assassinos; pena da lei; monstruoso crime,moralização dos relatos,violência física; violência letal,"http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73158
"
,104,"""Júri condena mulher a 9 anos e pronuncia marido""",28/08/1969,Primeiro caderno ,A matéria apenas menciona o nome da vítima e diz que ela foi assassinada por outra mulher por ter agredido o seu marido ,"Recife, PE",Não fica claro,Tribunal do Júri; condena; mulher; reclusão;  julgamento; assassinou; mulher; defender a honra do seu marido; vítima; crime; marido; pronunciado; mandante; foragido; coação física; defesa; promotor de justiça; homicídio simples; homicídio qualificado; maconha; agredindo; socos; pontapés; faca; espôsa; mandou que furasse a vítima; ré; filha; assumiu a responsabilidade; morta. , Hibridismo entre o discurso jornalístico e o policial/jurídico,violência física; violência letal; violência doméstica e intrafamiliar,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73165
,105,"""Crime do KM 70 tem agora outro paraibano envolvido""",28/08/1969,Primeiro caderno ,Aparecem o nome da vítima e a informação de que ela era jovem,Paraíba,Rua,"crime; paraibano; jovem; assassinada; peixeiradas; diligências; Comissão Judiciária de Inquérito; magistrado; soldado; acusado; mistério; morto; suspeito; juiz; implicado; policiais; vítima; vestido; tentou fugir; tiros; delegado; xadrez; sargento. 
",hibridismo entre o discurso jornalístico e o policial/jurídico ,violência física; violência letal,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73165
,106,"""Chacina de Palmirina tem quatro suspeitos""",28/08/1969,Primeiro caderno ,"Duas vítimas: uma ""senhora"" e uma anciã. Não há mais informações sobre elas ","Palmirina, PE",Residência,chacina; suspeitos; fazenda; trucidamento; vítimas; senhora; anciã; massacre; assassino; Delegacia de Garanhuns; soldados; crime; roubar. ,hibridismo entre o discurso jornalístico e o policial/jurídico ,violência letal; violência física,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73165
,107,"""Garôto vizinho descobriu os trÊs corpos trucidados""",28/08/1969,Primeiro caderno ,"Duas vítimas: uma ""senhora"" e uma anciã. Não há mais informações sobre elas ","Palmirina, PE",Residência ,garôto; vizinho; descobriu; corpos; trucidados; senhora; anciã; chacinadas; golpes; machado; mãe; família; trucidada; mortos; cena violenta; alertadas; assassino; autoridades; homicida; caça; criminoso; polícia; furtos; desordens. ,moralização dos relatos  ,violência física; violência física,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73165
,108,"""Promotor denunciou policiais acusados de violência""",30/08/1969,Primeiro caderno ,A matéria cita os nomes das vítimas e diz que elas eram praticantes de religiões de matriz africana ,"Recife, PE",Residência,promotor; denunciou; policiais; violências; acusados; mulher; violência arbitrária; lesões corporais; espôsa; embriaguês; função policial; invadiram; sessão de xangô; prenderam; espancando; encarcerados; comissariado; vítimas; rito; menores; terreiro; murros; empurrões; desmaiou; atos libidinosos; antecedentes criminais. , objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); hibridismo entre o discurso jornalístico e o policial/jurídico,violência física; violência sexual; violência institucional; violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73213
,109,"""Torcedor espanca mulher e fere vizinho a faca""",01/09/1969,Primeiro caderno ,A matéria apenas se refere à vítima como doméstica e vizinha do acusado de tê-la espancado,"Recife, PE",Rua,torcedor; espanca; mulher; feriu; vizinho; vitória; faca; doméstica; socorro; agredido; vítima.,hibridismo entre o discurso jornalístico e o policial/jurídico  ,violência física; violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73357
,110,"""Atiravam a esmo"" ",02/09/1969,Primeiro caderno ,Idade da vítima: um ano. O nome da criança também é citado na matéria ,"Jaboatão dos Guararapes, PE",Residência ,atiravam a esmo; ferimento; perna esquerda; menor; alvejada; elemento desconhecido; disparos.,hibridismo entre o discurso jornalístico e o policial/jurídico  ,violência física (contra menor); violência urbana,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73369
,111,"""Matou a espôsa com cinco tiros e baleou a sogra""",02/09/1969,Primeiro caderno ,As únicas informações sobre as vítimas são os seus nomes e o fato de serem esposa e sogra do agressor,"Jaboatão dos Guararapes, PE",Residência ,matou; espôsa; tiros; baleou; sogra; reconciliar-se; revólver; ferindo; fugiu; comissário; Delegacia de Homicídios; crime; testemunhas; separado da espôsa; amante da vítima; acusado; residência; discutiu; arma; premeditou; à queima-roupa; polícia; barnabé; internada.,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos ,violência doméstica e intrafamiliar; violência física; violência letal; violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73369
,112,"""Mãe de Padre Henrique será interrogada hoje"" ",02/09/1969,Primeiro caderno ,"A vítima era menor de idade à época do crime e o seu nome aparece na matéria, mas não há informações adicionais sobre ela ","Recife, PE",Carro ,autos; acusado; estupro; sedução; testemunhas; forçara a entrar no automóvel; moça; emaconhada;  dissonâncias; mulher; mentirosas; contradição; defesa; depoimento; documento; promotor; acórdão; Ministério Público; Supremo Tribunal; Delegacia de Costumes; violências; mau elemento,Hibridismo entre o discurso jornalístico e o policial/jurídico; objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos ,violência física (contra menor); violência sexual (contra menor),http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73369
,113,"""Vizinhança""",04/09/1969,Primeiro caderno ,As únicas informações sobre as vítimas são os seus nomes ,"Olinda, PE",Rua,vizinhança; rixa antiga; domésticas; revida; briga; mulher; contusões; escoriações; agressoras; revólver; coronhadas.,Hibridismo entre o discurso jornalístico e o policial/jurídico,violência física ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73417
,114,"""Luta racial aumenta nos EE. UU.""",04/09/1969,O mundo em síntese,A matéria diz apenas que uma mulher foi baleada durante o conflito entr o movimento negro e a polícia ,"Camden, Estados Unidos",Rua, luta racial; aumenta; Estados Unidos; toque de recolher; autoridades; precauções; gueto negro; tiroteio; roubou a vida; policial; mulher; barricada; escaramuça; negros; brancos; disparos; fuzis; polícia impotente; motins; atos de violência; guetos porto-riquenhos; feridos; bombeiros; saqueadores; detidos; manifestantes.,Hibridismo entre o discurso jornalístico e o policial/jurídico,violência física; violência letal; violência contra pessoas negras; violência institucional; violência simbólica ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73418
,115,"""Drogas na casa de Polanski""",04/09/1969,O mundo em síntese,"Vítima: Sharon Tate, atriz de cinema e grávida de sete meses","Los Angeles, Estados Unidos",Residência,drogas; mansão; cineasta; espôsa; atriz; assassinada; chefe da brigada de homicídios; imprensa; jornalistas; inquietação; cadáveres; interrogatório; postos em liberdade; falta de provas,Hibridismo entre o discurso jornalístico e o policial/jurídico.,violência física; violência letal,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73418
,116,"""Bomba explode dentro de carro em São Paulo e provoca duas mortes""                                                                    ",05/09/1969,Capa,"""Mulher de côr morena, cabelos compridos e grisalhos"". A idade da vítima não é citada nem o seu nome","São Paulo, SP",Rua,bomba; explode; carro; mortes; ocupantes estraçalhados; petardo; polícia; indivíduo jovem; traços nipônicos; delegado; pedaços de corpo humano esparramados; exército; terroristas; mulher; vítima; côr morena; cabelos compridos e grisalhos; destroços; revólver; pistola. ,Hibridismo entre o discurso jornalístico e o policial/jurídico.,violência política; violência física; violência letal; violência simbólica; violência contra pessoa negra,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73434
,117,"""Prêso após ter ferido a amante""",05/09/1969,Primeiro caderno ,"Idade da vítima: 20 anos, solteira        ","Recife, PE",Residência ,prêso; prisão; amante; crime; ferimento; solteira; residência; ferimentos; faca; medicada; maconha; desentendimento.,moralização dos relatos   ,violência doméstica e intrafamiliar; violência física,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73441
,118,"""Mundana espancada pelo prisioneiro no xadrez na Segurança Pública""",11/09/1969,Primeiro caderno ,"Apenas o nome da vítima é citado no texto, que não traz mais nenhuma informação na matéria ","Recife, PE",Prisão,mundana; espancada; prisioneiro; xadrez; flagrante; Delegacia de Costumes; mariposas; prêso; gritou por socorro; investigador.,moralização dos relatos; objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino),violência física; violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73636
,119,"""Teria sido detido o autor da chacina em Palmirina""",12/09/1969,Primeiro caderno ,"Apenas o nome da vítima é citado no texto, que não traz mais nenhuma informação na matéria ","Palmirina, PE",Residência,detido; autor; chacina; Secretaria de Segurança Pública; delegado; prêso; morte; anciã.,hibridismo entre o discurso jornalístico e o policial/jurídico,violência física; violência letal,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73679
,120,"""Ex-militar assassina noiva com vinte e oito facadas""",12/09/1969,Primeiro caderno ,Apenas o nome da vítima é citado no texto. A matéria diz também que ela era noiva do acusado  ,"Recife, PE",Rua,ex-militar; assassina; noiva; facadas; matou; fugiu; delegado de homicídios; comissário; diligências; capturar; acusado; crime; ciúme; brigando; embriagado; acabar o noivado; facadas nas costas; morrendo. , objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos; hibridismo entre o discurso jornalístico e o policial/jurídico ,violência doméstica e intrafamiliar; violência física; violência letal,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=736799
,121,"""Três vítimas durante a briga do ambulante no 'Bar da madrugada'",13/09/1969,Primeiro caderno ,Vítima é apresentada apenas como doméstica,Não fica claro ,Bar,vítimas; briga; bar; quatro pessoas ferida”; socos; pontapés; sururu; desentendeu-se; doméstica; contusões; ferimentos; internada; ferimentos incisos no abdômen; hospital; acalmar os ânimos,moralização dos relatos ,violência física,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73704
,122,"""Ferida por amante""",13/09/1969,Primeiro caderno ,Idade: 27 anos               Estado civil: casada,"Recife, PE",Residência,ferida; amante; casada; alvejada; tiros; residência; casal; discutia; motivos não revelados; vítima; ferimento penetrante no tórax; internada. ,-,violência doméstica e intrafamiliar; violência física,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73704
,123,"""Ex-miss foi assassinada pelo próprio pai ontem em rua central de Maceió""                                 ",18/09/1969,Capa,"Idade: 24 anos     Naturalidade: alagoana com ascendência egípcia.              A matéria não fala em raça, mas pelas fotos percebe-se que se trata de uma mulher branca.     Trabalhava como secretária em uma universidade pública.      ","Maceió, AL",Rua,ex-miss; brutalmente assassinada; próprio pai; rua; tiros; revólver; bela; tragédia; emocionando a população; separado; espôsa; filha; pensão de alimentos; mulher; entendimento; jovem; matasse; agonizante; criminoso; prêso; neurótico de guerra; penitenciária.,moralização dos relatos,violência doméstica e intrafamiliar; violência física; violência letal,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73860
,124,"""Mulher não entra na ABL""",18/09/1969,Capa,"Não se trata de um episódio particular de violência, mas de uma situação de discriminação contra o gênero feminino","Rio de Janeiro, RJ",Violência simbólica ,mulher; não entra; ABL; favorável ao ingresso de mulheres; jurista; presidente; mulher atrapalha; votaria contra a presença feminina; qualidades capazes de compensar a atrapalhação,moralização dos relatos; objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino),violência simbólica; violência institucional; violência moral ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73860
,125,"""Pai, desquitado, assassina filha rainha da beleza em Maceió""",18/09/1969,Primeiro caderno ,"Idade: 24 anos     Naturalidade: alagoana com ascendência egípcia.              A matéria não fala em raça, mas pelas fotos percebe-se que se trata de uma mulher branca.     Trabalhava como secretária em uma universidade pública.     ","Maceió, AL",Rua,pai; desquitado; assassina; filha; Rainha da Beleza; discussão; tiros; revólver; bela moça; ajoelha implorando; não me mate; corpo; crime; prêso; neurótico de guerra; ex-miss; separado da espôsa; obrigações; ação judicial; mãe; neurose assassina; Segunda guerra: fúria; arma; tiros vararam o coração e o pulmão da filha; sangue; vestido; criminoso; tumulto; linchá-lo; penitenciária.,moralização dos relatos; hibridismo entre o discurso jornalístico e o policial/jurídico ,violência doméstica e intrafamiliar; violência física; violência letal,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73861
,126,"""Concluído inquérito sobre crime praticado há três anos""                                          *",18/09/1969,Primeiro caderno ,"Idade da vítima: 16 anos.   Não há, contudo, informações sobre a raça e a naturalidade da mulher. O nome da vítima é citado ","Recife, PE",Carro ,inquérito; crime; promotor; estupro; forçado a vítima a entrar num automóvel; narcotizando-a; habeas corpus; restauração; perícia sexológica; IML; delito; Ministério Público; acusado; ações penais; acentuada periculosidade; pena; Justiça; Vara Criminal; maconha; éter; bebida alcoólica; inconsciente; advogado.,Presença de requintes de crueldade nos episódios; Objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); Hibridismo entre o discurso jornalístico e o policial/jurídico,violência física (contra menor); violência sexual (contra menor) ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73867
,127,"""Matou a mulher, 4 filhos e ateou fogo ao barracão""",19/09/1969,Primeiro caderno ,A matéria cita o nome da vítima e diz que ela era amante do suspeito,"Gama, DF",Residência ,matou; mulher; filhos; ateou fogo; bárbaro; crime; solteiro; matou a pauladas; crime; assassino; polícia; prisão em flagrante; incêndio; homicida; ataque de loucura; desempregado; homicídios; violentos; corpos carbonizados; IML; criminoso.,Hibridismo entre o discurso jornalístico e o policial/jurídico,violência doméstica e intrafamiliar (contra menores); violência física (contra menores); violência letal (contra menores),http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=73893
,128,"""Quer a união""",23/09/1969,Primeiro caderno ,Idade: 30 anos      Estado civil: casada,"São Lourenço da Mata, PE",Residência ,união conjugal; tiros; espôsa; projéteis; mulher; acusado; fugido; doméstica; marido; zangado; ameaça de abandonar o lar; Maltratos; homem; não aceitando a separação,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); ,violência doméstica e intrafamiliar; violência física,"
http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74038"
,129,"""Tribunal anula Júri e vê a pena de morte""                                             ",27/09/1969,Primeiro caderno ,"A única informação que temos sobre a vítima é a de ela era uma ""espôsa infiel"". Não são mencionados o nome, a idade nem a raça da vítima ","Teófilo Otoni, MG",Residência ,Tribunal; anula; Júri; pena de morte; julgamento; matou; espôsa; infiel; absolvido; absolvição; exercício regular de salvaguardar a honra” AI-14; réu; lei penal; direito subjetivo de matar; homicídio; foiçada; outro homem; abatê-la; friamente; adúltera; filhinho; defesa; autos; calculadamente; cruel; desumano; relator; uxoricídio; homicídio em legítima defesa; estado de necessidade; estrito cumprimento de dever legal; guerra.,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos ,violência doméstica e intrafamiliar; violência física; violência letal; violência simbólica ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74132
,130,"""Crime""",27/09/1969,Diario Policial ,A matéria cita apenas o nome da vítima e diz que ela era casada com o acusado de ter cometido o crime ,"Lagoa de Itaenga, PE",Matagal,assassinou; espôsa; peixeiradas; canavial; fugiu; desconfiança; traído; matou à traição; investigação; capturar; homicida; filhos menores, objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos,violência doméstica e intrafamiliar; violência física; violência letal,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74138
,131,"""Mãe de miss assassinada diz que neurose de guerra é farsa""",28/09/1969,Primeiro caderno ,"Idade: 24 anos     Naturalidade: alagoana com ascendência egípcia.              A matéria não fala em raça, mas pelas fotos percebe-se que se trata de uma mulher branca.     Trabalhava como secretária em uma universidade pública.      Ganhou concursos de beleza em Maceió","Maceió, AL",Rua,mãe; miss; assassinada; neurose de guerra; papai; matar; louco; bela filha; estimada; linchá-lo; fugir; arma; prendeu-o; flagrante; crime; médicos; ação de alimentos; espôsa; bárbaro; jovem; violentas surras; marido; espancada; pensão alimentícia; justiça; filha; bela mulata; pedaço de pau; revólver; abandonada; neurótico; agressivo; violento; Judas; covardemente; friamente., objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos, violência doméstica e intrafamiliar; violência física/letal,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74170
,132,"""Prêso policial que matou a noiva""",28/09/1969,Primeiro caderno ,Aparecem apenas o nome da vítima e o fato de ela ser noiva do acusado ,"Recife, PE",Rua,prêso; policial; matou; noiva; assassinou; peixeiradas; parada de ônibus; delegado de homicídios; solteiro; policiais; matagal; crime; homicídio; profunda repercussão; maneira brutal; depoimento; Casa de Detenção. , objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); Hibridismo entre o discurso jornalístico e o policial/jurídico; ,violência doméstica e intrafamiliar; violência física; violência letal,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74170
,133,"""Agressões""",30/09/1969,Diario Policial ,Idade: 23 anos. Solteira. Doméstica. O nome é citado na matéria ,"Recife, PE",Não fica claro ,agressões; ferimento penetrante; tórax; face; internada; doméstica; solteira; agredida; mulher; ciúmes; faca; fugiu; delito.,objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino),"
violência física",http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74171
,134,"""Mais oito prostíbulos são fechados em Santo Antônio"" ",01/10/1969,Primeiro caderno ,"A matéria se refere apenas às mulheres como ""prostitutas"" ","Recife, PE",Prostíbulo ,Prostíbulos; fechados; buates; Delegacia de Costumes; desordem; delegado; famílias; meretrizes; lenocínio; mau exemplo; rendez-vous; profilaxia; carteira; pensões alegres.,objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino); moralização dos relatos ,Violência simbólica; Preconceito e/ou violência  em função da atividade de prostituição; violência no contexto de relações profissionais. ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74278 
,135,"""Traficantes de mulheres descobertos no Recife""",02/10/1969,Primeiro caderno ,Escravas brancas.                Algumas eram menores            ,"Recife, PE",Prostíbulo,Escravas brancas; Delegado de Costumes; traficantes; mulher; buate; explorada; investigações; menores; lei; delegado; flagrar; denúncia; policiais; caftinas; inferninhos;  mundanas. , objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino);  Hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos,Violência sexual (contra menor),http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74302
,136,"""Tentou matar vizinhos na madrugada de ontem"" ",05/10/1969,Primeiro caderno ,A matéria cita apenas o nome da vítima e diz que ela era casada ,"Recife, PE",Residência ,tentou matar; vizinhos; residência; vítima; espôsa; luta corporal; socorro; marido; espancada; socorridos; ferimento; medicada; casal; delegado; criminoso.,Hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos,violência física,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74384
,137,"""Mendigos serão afastados hoje da cidade""                                         ",09/10/1969,Primeiro caderno ,Não há vítimas específicas ,"Recife, PE",Violência simbólica,mendigos; afastados; operação inferninhos; rendez-vous; buates; casas de drinks; pensões alegres; lenocínio; mendicância; mulher de vida fácil; marginais; viciados; repressão; jogatina; terreiro de xangô; casas de tolerância; medidas moralizadoras; famílias; Delegado de Costumes; discoteca imoral; inquérito. ,Hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos; objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino),Violência simbólica; violência institucional; Preconceito e/ou violência em função da atividade de prostituição,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74513
,138,"""Soldado da PMP condenado à pena de 86 meses de prisão""            ",09/10/1969,Primeiro caderno ,"Duas vítimas: uma mulher assassinada pelo marido e a filha do casal, que foi vítima de violência física ","Recife, PE",Residência ,soldado; condenado; prisão; espôsa; filha; Tribunal do Júri; assassinado; ferido; crime; casal separado; desentendimento; mulher; infiel; infidelidade; avós maternos; mau comportamento da mulher; morte; discussão; parentes; tiros; menor; acusação; promotor; advogado; atenuante; coação moral irresistível; comportamento pouco digno da mulher; deveres de honra e fidelidade para com o marido; condenar; acusado. ,Hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos; objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino); moralização dos relatos ,Hibridismo entre o discurso jornalístico e o policial/jurídico; Objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino),http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74513
